speaker,timestamp,"End Time",words

"Sam Schrager","01;24;27;27","01;24;38;01","Spoke in the area. Did you see its effects on and the communities that you were that you were teaching did it and did it cause a much of a change?"

"Ruth Olson","01;24;38;03","01;25;17;14","I don't know. It was a great big change. I think they just made the best of it for our community. The school was the center of the community, you know, and everything that all their parties, their social life, they sort of revolved around them. Of course, they had their church meetings and their ladies. They had never of course, we were teaching and couldn't go to those and that, but they found their social life in the community."

"Ruth Olson","01;25;17;21","01;25;50;19","They didn't have to go out for entertainment, anything like that, kind of some people wouldn't call it much entertainment. And even we've said so often the way things people go nowadays, and I remember that I had been down in Henry grade twice when I graduated from high school. We went down to Kennewick, wants to play basketball, and they took us down in the back of the truck and once we went to Lewiston, they have our graduation pictures taken and I don't think much more than that."

"Sam Schrager","01;25;50;19","01;26;06;00","Moscow So the school, the school was generally really the social center of, of the small of the community."

"Ruth Olson","01;26;06;02","01;26;29;16","Well, you know, you hear me say of you went into school they took the everything away from the community and didn't have any gathering place or anything other than the schools. But buildings weren't maintained or taken care of and eventually torn down, moved out."

"Sam Schrager","01;26;29;18","01;26;57;22","I heard that said, even in big communities like Flyover, which last mile school that's just changed, do you think the schools was was it still highly important in in a town like Gary? I mean, did it still have the same important role or was it was it considerably less important because of the other things?"

"Ruth Olson","01;26;57;24","01;27;26;04","I think it was pretty important that maybe not quite as much, but I think the schools were the center. They everybody was interested in the schools and what was going on there and helping them."

"Sam Schrager","01;27;26;06","01;27;47;10","I remember this day much longer. And I'm wondering I just want to ask you just a little bit more about during the time in the twenties and you know what the I mean, it seems so different to me. These small towns like Derian and Genesee is another good example. Elk River is another one. Of course they lost the mill."

"Sam Schrager","01;27;47;10","01;28;03;05","But you seem to know to look at this kind of thing and see all the businesses and all that. It was that was going on. Was it pretty much self-sufficient, the town? I mean, in terms of what for your needs, the families shopping and all that kind."

"Ruth Olson","01;28;03;05","01;28;08;03","Of thing, they had to be they didn't have any way to get out. Yes. But catalog."

"Sam Schrager","01;28;08;07","01;28;10;08","You. They do they use their to wrap up much."

"Ruth Olson","01;28;10;20","01;28;49;01","yeah. Yeah. That was there. of course very At one time they had a stores where they carried dry goods. A lot more of it had materials that are sewing in that and there Curtis had a real nice hardware store here and I think I guess there are changes in everything. Yeah he's a transportation It's so easy to get out and get things other places and like we say, just like having the phone mail there without a store and just have a little place."

"Ruth Olson","01;28;49;01","01;29;13;09","Now, are they going to get the milk and a few things like that. It's just going to and it's going to Yeah. A hardship on some of those people because I don't think that having transportation now, are they going to get more of the staples and that I haven't been in that place out there but they say they carry just that just a few things articles."

"Ruth Olson","01;29;13;16","01;29;15;10","Have you been in there?"

"Sam Schrager","01;29;15;13","01;29;17;28","Yeah I have been here a couple of years. Yeah."

"Ruth Olson","01;29;18;00","01;29;20;22","Well, of course they just changed. They lost their store this spring."

"Sam Schrager","01;29;21;11","01;29;22;22","then I don't know about that."

"Ruth Olson","01;29;22;22","01;29;27;28","No, I see their. Their store is gone and in the back of a tavern, they had one room there."

"Sam Schrager","01;29;28;10","01;29;29;15","I know that one."

"Ruth Olson","01;29;29;15","01;29;32;26","They can get milk and bread things by now."

"Sam Schrager","01;29;32;26","01;29;33;16","That's a shame."

"Ruth Olson","01;29;33;23","01;29;54;04","It is. And all they have. And when you finally were over to it, they called on Margaret over to that. I don't know where that meeting was, what aging when they were talking about this, but they said they had the money in the district to buy a bus. And we went over. When we got there, we thought it was all from Moscow."

"Ruth Olson","01;29;54;04","01;30;15;23","And we told them, we said, well, we thought Bovill and places like that before they needed to be considering a bus. They're the ones that needed more than these people so that they can get the entertainment. Those people need it because of necessity. At the meeting, so many of the Moscow people said, Well, this would be wonderful if they could buy so that they could attend these night entertainments, the university, things like that."

"Ruth Olson","01;30;15;23","01;30;48;08","That's further interest was and well, one woman said that they had a bus that's how bus there she rode downtown every day. Well, I don't think that was really necessary. But to people like Wolfgang Mobil there and there, taxpayers in the county and supported, they are entitled to something, too. And even if they had a bus once or twice a week so they can get out because before long they aren't going to be able to get, know, perishable vegetables and things like that."

"Ruth Olson","01;30;48;08","01;31;13;28","But yes. they could have both. And so on that entertainment, the phone's fine. But I think some of these necessities are that they're just those people up there are bad are struggling. Five we said we go we have our own transportation as far as we're concerned. If we want to get someplace bad enough, we go. But some of these people, they just can't drive."

"Ruth Olson","01;31;13;28","01;31;36;01","They don't drive, they don't have transportation. And one time they brought them back on that bus from Moscow to Derry and I had gone down there to meet one of them that I knew was coming back to take something down for. And they several from Belleville came down. And the one who was supposed to come back to get them, they have to get their own transportation this far and back."

"Ruth Olson","01;31;36;03","01;31;49;09","They weren't there. They were stranded. How were they going to get back to Baltimore? I said, Well, we take them up. So we took them up there and they're just in bad need for something."

"Sam Schrager","01;31;49;11","01;31;59;10","And I think you no question about that. I've always I felt that way for a long time about need for transportation in the county. But Moscow has a population."

"Ruth Olson","01;31;59;13","01;32;00;03","That's right."

"Sam Schrager","01;32;00;03","01;32;04;09","And they seem to have the clout."

"Ruth Olson","01;32;04;11","01;32;10;19","That's right."

"Sam Schrager","01;32;10;21","01;32;16;14","Well, I'll get going once we get down towards 12."

"Ruth Olson","01;32;16;16","01;32;21;06","Almost ten to."

"Sam Schrager","01;32;21;08","01;32;28;02","One more. Think they used to have revivals around here and here. What do you remember?"

"Ruth Olson","01;32;28;04","01;33;02;00","Well, this was just funny. This it was in the times when times were harsh. So there's a couple of us. Well, a young man and his sister of with family and all got and it really got pretty hot and so and his first wife was later out of town for those person of the year and it was a dollar and that was a lot of money."

"Ruth Olson","01;33;02;03","01;33;32;09","And, you know, and so he put that in and he was so mad. And she says, well, of course to them that having that dollar so they could go to a dance like more important than that, bring it into this situation. But the economy I mean, I always remember how disgusted Miller was at town for putting their collection plate."

"Sam Schrager","01;33;32;11","01;33;38;26","I could."

