speaker,timestamp,words,End Time

Ione Adair or Bernadine Cornelison,01:27:58,"She was primarily interested in voice. Even then, I was taking piano. I told you about the mandolin, man, so I took the mandolin lessons from today, I. Don't know. Well, I guess that was Mr. StarCraft. Well, when I was about nine, I expect maybe ten. A man came to his book ten to form a mandolin club. That was the first musical club had ever been formed here. And so daddy, knowing that I liked music, goddamn mandolin, gave me lessons with this man and man formed the club. Didn't last long. I didn't like the manager, but he had a thumbnail. There was like a bone stuck out about that long, and he played the mandolin with his thumbnail. And what I learned to have as a thumbnail long enough to play that mandolin just drove for that.",01;28;52;00
Sam Schrager,01:28:52,He tried to grow a long one. Yeah.,01;28;54;02
Ione Adair or Bernadine Cornelison,01:28:54,"I would love one of my teachers, but the club didn't last very long. I guess mandolins weren't very popular. Wasn't what mean?",01;29;03;24
Sam Schrager,01:29:03,"Well, I'm curious to know how you went about pursuing your interest in music so that.",01;29;10;04
Ione Adair or Bernadine Cornelison,01:29:10,"Partly from this first Cogswell delivered the house. We listened to it every day. And then I started piano. And then daddy had major in the mandolin club. And when I was older to take voice lessons, which was when I was, I think I had a few. When I was a senior in high school, I sang a great deal. Then I went out a of.",01;29;36;14
Sam Schrager,01:29:36,Did you get much training at the university here? Was it mostly after you left?,01;29;40;13
Ione Adair or Bernadine Cornelison,01:29:40,"I had a very fine teacher here, I think the Mr. Star. And then I went to Boston to doing the conservatory. I had fine teachers there, and I started in Chicago, and I went to San Francisco and had a very fine, outstanding teacher from New York who was there for the master class. And I went to Portland for a master classes. So I really had quite a bit of very fine instruction. But the first teacher I had in the university, as I think back, I think he was about the best.",01;30;20;11
Sam Schrager,01:30:20,Right here.,01;30;22;06
Ione Adair or Bernadine Cornelison,01:30:22,"These other men, I paid $20 or less here. I was getting it for about two, but that had nothing to do with that. It was just that he new fundamentals and new music. He's a very soulful man. Could rightly so. His wife went missing. He was a happy person. So he just kind of poured out his heart and his ability to talented students because he thought I was talented. I must have been.",01;30;50;01
Sam Schrager,01:30:50,"So what did the training that you got, then, permit you to do, I mean, did.",01;30;57;15
Ione Adair or Bernadine Cornelison,01:30:57,"Did it. Lots of public work. Public savings. I think when I came back here to teach, I think that the reason they hire me has been instructed to university was as a come on, because I didn't eat, and I've been doing lots of scenes, and they were sending people out to small towns to give concerts or as a soloist with the Greek Cups. They had them and I think they thought I was good advertising, I really do. That's just my own opinion.",01;31;31;22
Sam Schrager,01:31:31,What did you sing?,01;31;33;14
Ione Adair or Bernadine Cornelison,01:31:33,"Oh, anything from opera to balance. Never desired to be allowed to sing by saying arias. It was great fun, I loved it. I decided I get older always before I was to do a recital someplace I think I was taking cold. I'd get kind of horse and daddy with those babies and Covid, but now I know it was nervous because the minute I stepped on the stage, I was just like I was flying through the air. I just loved it and I was never nervous after I got onto the stage. So I think this was a pretty nerve attack that I would have beforehand.",01;32;24;02
Sam Schrager,01:32:24,"What kind of appearances did you make? What were the the, the sorts of recitals that, that you were giving?",01;32;31;08
Ione Adair or Bernadine Cornelison,01:32:31,What do you mean recitals?,01;32;32;15
Sam Schrager,01:32:32,Well.,01;32;33;00
Ione Adair or Bernadine Cornelison,01:32:33,Or parents.,01;32;33;24
Sam Schrager,01:32:33,"Well, were they, were they it at large halls or where? How were they set up? Were they paid, for by subscription or who did you tour.",01;32;46;20
Ione Adair or Bernadine Cornelison,01:32:46,"With dad to tell you I didn't tour. I just in Boston. I sang at the conservatory recitals and concerts. And then Chicago was the same. And I would go on freshly. And he was a young, round face, brilliant pink cheeks, beautiful head hair. And with him was this similar from Russia, who was a very fine teacher. So my life did the book of teaching and Casals did the song coaching. That was an interesting combination up, I say Francisco. But it was all great fun and I loved it. And I am sorry that the end is so soon, but the woman's voice goes faster than a man's. I see some of these women here now on television that probably are in their 50s, late 50s, still singing well, but you don't see women at all.",01;33;46;00
Sam Schrager,01:33:46,"Did did you have to work besides that, when you were, did did your folks have money to support you then?",01;33;52;13
Ione Adair or Bernadine Cornelison,01:33:52,"No. Are you taping you? Yeah, I worked in the library. The diversity, because I wanted to help pay my expenses. I worked in the department of the university one year. I was paid time. So I kept that money to help pay my bills. And daddy gave me money. And I had never had a money to handle. We had charge accounts in town I think we wanted to charge today. So when I got back to Boston, daddy given me enough money he thought would last the first semester it was gone. My thanks for you. I was so embarrassed. So I went down to a community counselor deal. I think they called it and tried out for a church position and I got it. I got $25 a Sunday for singing a solo and shirt, so that helped. A great L daddy was so, so pleased that it embossed. Then we went over to the ear and something infirmary and and two different Christmas programs. We were always well paid for that. I was making probably more money than if I had had the job out here just by doing things that I was offered. This bureau placed me in different positions, but that's that's the way I happened to be working in the library, because I decided I wasn't going to let daddy pay for that time, all of it.",01;35;15;15
Ione Adair or Bernadine Cornelison,01:35:15,"And he was so amazed and so proud and so pleased. And I was amazed. I didn't have any idea that you'd get $25 a Sunday for singing a song, and I'd love to sing the songs, so it's a great pleasure.",01;35;30;23
Sam Schrager,01:35:30,What did you think of being in those big cities after growing up in a small town like Moscow? No. It wasn't anything special to you.,01;35;43;22
Ione Adair or Bernadine Cornelison,01:35:43,"I don't believe so. I don't my first experience of going to Symphony Monterrey was the conductor who was very famous, and I had never heard a real first class symphony living out here. So I got symphony tickets for the year. I guess that's where some of my money went to. And opera listened to 14 operas and two weeks. I got, say she. But I went to the symphony concert and I came out with a roaring headache. It was just too much sound. I didn't know how to listen to a symphony. Well, the second one was that much better. Then someone said, well, Brittany can go and listen to just the melody, or they just find the instruments playing the melody. And I began to enjoy it. But the first couple, I didn't just enjoy them, it was too much. I had these very keen ears. It was just too much sound last.",01;36;43;19
Ione Adair or Bernadine Cornelison,01:36:43,"Not all would be different. I know how to approach it, I think I did you listen to a friend Stein, last night? Oh, that was a wonderful program. 90 minutes. He's 90 years old. And my, the mastery that man has at the piano, and he says he plays with his soul and his emotions, and I think he does. They ask him what he thought about God who believed in God. He said, well, he couldn't say he believed in God or call you in God, but did believe that there was a guardian guiding power. I thought that was very interesting. And. Well, they interspersed questions between numbers that he played last night, and he talks. And the most beautiful hands of 90. These there's beautiful hands. And you could just see there's still so muscular and so accurate and so gentle and so powerful. I just was carried away with him.",01;37;46;00
Ione Adair or Bernadine Cornelison,01:37:46,"Most of the music programs on television, and.",01;37;49;00
Sam Schrager,01:37:49,"That was Horowitz, Bernstein. There's a picture.",01;37;54;02
Ione Adair or Bernadine Cornelison,01:37:54,Of him… have you asked all the questions I keep interfering?,01;38;04;00
Sam Schrager,01:38:04,"Oh, no. No, not at all. I wanted to ask. To ask? You those things, I think maybe.",01;38;15;06
Ione Adair or Bernadine Cornelison,01:38:15,"Here he is, 90 years old. And that's the way he said.",01;38;18;26
Sam Schrager,01:38:18,"Oh, Rubinstein.",01;38;20;05
Ione Adair or Bernadine Cornelison,01:38:20,"Oh, I was thinking Bernstein. Rubinstein. Yeah. Comes over here that he starts and he said by most my music, it was emotional. And soul music, not soul, is used now. But as to me, that's what comes out. And that's what you feel when you listen to him.",01;38;38;07
Sam Schrager,01:38:38,What's the difference between the way. So what do you mean the way soul is used now?,01;38;42;00
Ione Adair or Bernadine Cornelison,01:38:42,"Oh, I think the word soul. Soul music now, is that not soul music? I can't explain that. I think emotional probably says it better. Now. What else are you going to ask her? I got you all out.",01;39;03;03
Sam Schrager,01:39:03,He didn't. I just I wanted to know a little about the about the music. She did.,01;39;08;23
Ione Adair or Bernadine Cornelison,01:39:08,"Well, I had great fun when we lived in the big house because even as a young adolescent, maybe before that. See, those bay windows had draperies to come down, and I would put on shows, or I'd go behind those draperies and draw them together and open them up and bow and sing a song.",01;39;32;03
Sam Schrager,01:39:32,Your father and mother.,01;39;33;18
Ione Adair or Bernadine Cornelison,01:39:33,Father was a musical. He appreciated.,01;39;35;18
Sam Schrager,01:39:35,"It, but they were very supportive of you doing this. Oh, yes.",01;39;39;29
Ione Adair or Bernadine Cornelison,01:39:40,"They could've been listening. Mother used to come in and sit and listen. And Irish practicing. Then after I get through those bridges and I go down to daddy's office and read his medical journals, had those two great interests. And I've learned since and notices that many people that are doctors are very musical or very musical. People are very interested in medicine. One of the finest voices I ever worked with teaching his voice was, oh, gorgeous, and he became a doctor. But he's still he's the Seattle City Mason hospital, very successful as a cardiologist. But he when I was in the hospital in Seattle, he used to come in every day to see me and he said, burning. I still wonder if I made the right decision because I still in my heart wish I was in music. That desire. But he was very successful.",01;40;45;00
Sam Schrager,01:40:45,Did you enjoy the teaching that you did hear from him?,01;40;48;26
Ione Adair or Bernadine Cornelison,01:40:48,"Yes… had a silly student. She has had a beautiful voice. She's been in New York about ten years and she's now married and living. Can't remember the time. Some people on the coast, and she wrote me a card asking me how I taught. And did I get tired? That just irritated me, as if I could tell on a letter how I taught is something different that comes out with every individual and getting tired. That would be stupid. Of course you get tired of you taught several hours, but it was a nice tiredness. You were creating something plays her.",01;41;31;06
Sam Schrager,01:41:31,"Did you teach through lessons with individual students? Is that how his voice instruction. I'd like to to ask you about that. And just out of curiosity, was the pay that you got for working teaching at the university a great deal less than it should have been or less less than the men were getting at that time?",01;41;57;05
Ione Adair or Bernadine Cornelison,01:41:57,"I suppose so, because I wasn't a professor, I was yes, I was professor. So instructor, instructor. And I think I got $125 a month here, but that was the 1919, 1920. And when I taught, I charged two and a half a lesson for 45 minutes. Lesson. But I never raised my prices because I just enjoyed that much. But I paid 20 when I received for an hour's appointment. I paid 22 and to Samoa, so I had to teach to make money enough to do all that. But I enjoyed it.",01;42;42;16
Sam Schrager,01:42:42,"Did you go back traveling once you had taught here? No, that was.",01;42;45;29
Ione Adair or Bernadine Cornelison,01:42:46,"After I got married and then moved to Lewis. And then I taught in the college down there. Also, I did want to continue with college, where we were living in California for 7 or 8 years, back to six months. Each year. So when I came back, I did want to. I was so director of the physical child choir too, for 12 years. So then I decided I didn't want to tie myself down to church work and to school work. So I had got a organized, a private studio, and then I taught just privately, I could take us. Then students. I went to a date and that was great for them. I, I think I had the cream of the crop. That's why when you do when you're in an institution, because there you have to take anyone that wants to study, but anyone that wanted to study that had no talent, I just kindly, after 2 or 3 hours, convinced them that they should be doing something else.",01;43;51;14
Sam Schrager,01:43:51,And that's when you were charging 250.,01;43;53;20
Ione Adair or Bernadine Cornelison,01:43:53,"You must have exceptional ears. I can't hear a word she says. Well, I.",01;44;01;06
Sam Schrager,01:44:01,Can't listen to each other for a long time.,01;44;04;05
Ione Adair or Bernadine Cornelison,01:44:04,"Well, her hair is very bad. But did I tell you how I found out that I had keen ears while we were living in Berkeley? And it was the time of the Golden Gate Exposition. And I didn't know people in Berkeley. And so I would go across to the ferry boat, which I just loved as the new bridge and. Oh, at the the fair, the exposition, Golden Gate Exposition, they had all these different, buildings from General Telephone and RCA and such. So one day I saw it was a telephone. So I just decided to go and see how the telephones were doing, see what they were doing in that building. And they were giving hearing tests. And he said, wouldn't you like to have a hearing test? Well, I knew I heard very well. And so I took the hearing test and he looked at me and he said, just a minute. And they drew in everybody in that building into see, because I was 1 in 50,000 that could hear the highest tones on the hearing test. And it's still that way. I hear too much. My hearing is so good.",01;45;17;03
Ione Adair or Bernadine Cornelison,01:45:17,"That annoys that. But please, you perhaps would just be banging in my ears, but she turns the evening paper. It's like firecrackers go down by ears. It really is.",01;45;28;15
Sam Schrager,01:45:28,What was your voice like as a singing voice?,01;45;32;08
Ione Adair or Bernadine Cornelison,01:45:32,"Very wide and very simple. Partly because of the nose. I was complaining to my teacher that I wish I was pretty and had a smaller noses, and half of the quality of life comes up because you have a big nose. So I stopped worrying about that. That was his first teacher. I had a college. Maybe that's the reason I just loved it. But I was going to tell you. This house and no one down here, that was the career who built that house. It wasn't. Who built the big house of the end of the street? There was a hospital B who built the big house. At the end of the street there was a hospital, not career. Well, you know, the doctor Critters had a hospital for. First. He built it before Doctor Chris had a hospital. Doctor Perkins had a business school there. Well, I did, but anyway, when we were little girls, my youngest sister and was quite a jump between my two older sisters and Marjorie, and we came home from school one day just spotted owl pellets.",01;46;52;08
Ione Adair or Bernadine Cornelison,01:46:52,"And that is what I said to do that. And Marjorie spoke up and she said, we're the richest people in town. We live in the biggest house, and that is Sabbath on the part with the couch then and explained to us that we were not rich because we lived in a big house, and there were other kinds of riches besides money, and we could be rich inside and beautiful inside, regardless of the kind of place we live. And on the mantle we had two little figurines. There was just beautiful. About the time I had bisque figures, the little boy and the little girl would go up a little more, and my younger sister took us so seriously. She picked up the place and hit that little statue off the battle and said, you naughty little rich girl broke it into a closet and pieces. So now we just had the little boy. We still had the little boy.",01;47;48;08
Sam Schrager,01:47:48,Did your father get mad at her? Oh no.,01;47;50;22
Ione Adair or Bernadine Cornelison,01:47:50,"Because he'd just been telling us that there was a difference. No. Why? Father never got angry. He was the smoothest pan. He could correct you kindly and make you never want to do something again. But he never got angry. I remember I like that lived out in the country. Only child at that time. And when they came to town, they get in some of these certain kinds of candies, like the American flag or an alligator or something like that. He took them out and his a shelf. He put those in food jars and never offer you pieces. Take care of the show. You. Well, when they came to our house, mother made us share what we had. Give some to Gilbert. Well, it was bought by sixth birthday or my fifth birthday. And daddy mother got me a little child's die from Perkins Spoon, which I was very proud of, and I was Gilbert was sitting here for dinner that day, so they gave him my little spoon, and father was asking the blessing, and I looked up and Gilbert was waving at my feet, and and I picked up my big time for him to.",01;49;03;12
Ione Adair or Bernadine Cornelison,01:49:03,"Through that. Well, that was said to the table. But afterward, that took me out on the back porch, and he told me how implied I had been to his guest, and he picked up a straw that had a head of wheat on it. He turned up my little and spent me with that. That's as cross as he ever got so many times ever punished. I think I deserved it, but they didn't make the puzzle at the table. He just waited after it and told me how he applied. I'd been our guest.",01;49;36;23
Sam Schrager,01:49:36,"When your little sister broke that, broke the figurine. Why was she breaking it, do you think?",01;49;43;07
Ione Adair or Bernadine Cornelison,01:49:43,"Because she thought that was the little bitch girl. She was carrying a little white mop and a little fancy hat, and I had the march. Just took it so seriously that she thought that little girl thought she was rich, too. So she's a naughty little girl. Do you use to bad? Because there were darling little Dresden boys that we had carried all the way from Kansas to Idaho when we moved out here, and probably lost the little girl.",01;50;10;09
Sam Schrager,01:50:10,"You know, one of the things that this reminds me of, that I've been quite interested in understanding better about the early days is that this putting on airs, that I have a feeling that some.",01;50;23;25
Ione Adair or Bernadine Cornelison,01:50:23,People they did.,01;50;25;21
Sam Schrager,01:50:25,Really did.,01;50;26;13
Ione Adair or Bernadine Cornelison,01:50:26,"And I think that that's what that he was trying to stop with us right then, just explained to us that there was more than living in a big house and having money. There was an inner richness. You could be beautiful inside, and that we were not rich because we lived in the house. We weren't. And that is the first few years here. People couldn't pay their bills. It was after the winter, like this one, kind of when the wheat sprouted in the in the fields. Men didn't have money to pay their bills, so they brought produce a pig or half a cow or cabbages. We used to start out there. That little water down used to cover watermelons with leaves, and they'd be good at Thanksgiving and Christmas… blue that… so. But this poor word. Some people that did put on here, there's no question.",01;51;22;29
Sam Schrager,01:51:23,Is that something that that your folks tried to avoid?,01;51;29;03
Ione Adair or Bernadine Cornelison,01:51:29,I expect so.,01;51;31;19
Sam Schrager,01:51:31,"Because I remember the story that you told me I own about MJ shields, and there was a man that was putting on airs who was a very impressed with his own importance.",01;51;43;23
Ione Adair or Bernadine Cornelison,01:51:43,Yeah.,01;51;44;27
Sam Schrager,01:51:45,And I just was.,01;51;46;17
Ione Adair or Bernadine Cornelison,01:51:46,"So was this woman that had the lace handkerchief. I remember she had a plume on her hat that jiggled whenever she moved. Then she pulled out this place. Thank goodness. I thought, oh, I loved it. I'd like to do that.",01;51;59;08
Sam Schrager,01:51:59,"But, you know, my, my impression of the of living in the early days around here was that people didn't try. I don't know whether it's true or not. Sometimes I think people didn't try to, set themselves above other people was all people were considered themselves to be just folks.",01;52;21;11
Ione Adair or Bernadine Cornelison,01:52:21,I can't say that. I don't think that's right.,01;52;23;07
Sam Schrager,01:52:23,You think that's wrong? So people did try.,01;52;26;22
Ione Adair or Bernadine Cornelison,01:52:26,Did try. They did do it or thought they did.,01;52;31;17
Sam Schrager,01:52:31,"Well, that's probably more realistic.",01;52;33;10
Ione Adair or Bernadine Cornelison,01:52:33,"People at the university thought they were just a notch higher than the people in the town, because they were at the university. I really think that I have no particular reason. Do you think that I do you think that people in the early days, some of them felt what was your expression putting on airs? Some people tried to make you think that they were better than other people at the university. Any place, any place. I didn't think of them as their idea, but I think, I guess it was just because we knew them and because we were not brought up to feel that little Jim Chinamen they used to have the door was a very interesting little. Just adored him. Mammy Chrisman used to help mother with the cookies. She was the Negro, and I wouldn't eat the bread because I thought the color would come off her hands into the dough because of her pounds were pink as the other Mico and I always put a little idea, but they were all friends with us.",01;53;37;04
Ione Adair or Bernadine Cornelison,01:53:37,I think that's what Mother and Daddy taught us to be.,01;53;41;11
Sam Schrager,01:53:41,Was she the daughter of the Chrisman that ran a store in town?,01;53;45;18
Ione Adair or Bernadine Cornelison,01:53:45,"I don't think so. Mammy Chrisman was the only black woman here, wasn't she? Mammy Crispin? Yes they were. They didn't were the only. Only Negroes. They didn't have a store, did they? They didn't have a star. Have a store. Store? No, no, that wasn't the same person.",01;54;07;18
Sam Schrager,01:54:07,What?,01;54;08;13
Ione Adair or Bernadine Cornelison,01:54:08,"He. He worked for someone. I don't know who it was. Let's see. It wasn't West. But Mr. Chrisman worked for someone here in town. Was he a Negro? Yes, he was alive. Oh, she. She was the first Negro ever to enroll at the university. And she was also took the prize at the declamation contest of between the university and other universities at that time.",01;54;50;03
Sam Schrager,01:54:50,Was that their daughter?,01;54;51;10
Ione Adair or Bernadine Cornelison,01:54:51,"That was the daughter. Was that Mary? Anabel? No, that was the Wells? No, Mariana was the Wells.",01;54;59;05
Sam Schrager,01:54:59,"But this Chrisman girl, did she graduate from the university?",01;55;02;26
Ione Adair or Bernadine Cornelison,01:55:02,"I think she did. She was the they came here and I think they they came because of the the West and the. Well, Bob West and his wife and someone else and they, they had known them back in the Carolinas and came out west here because these people were in the West and. There was another family, but the Wells family that lived out the other side of deary. But they came in after the after the Christmas stayed here.",01;55;46;20
Sam Schrager,01:55:46,What were what were the Christians like? The husband and wife.,01;55;51;27
Ione Adair or Bernadine Cornelison,01:55:51,"Oh, he was just a short, stubby old Negro. And she was a short, fat mammy. Have you been watching the show roots? No. Oh, you should have seen. It wasn't pleasant. It was very interesting. They used to have, church conferences down here at the Methodist Church, and. We being so close, they always wanted to have someone stay at our house because they would be so close to the to the church. So one day the mother had. And Betty told them they could send someone up from the church, and they sent up to or three of the ministers, and the rooms were vacant upstairs. So mother them used the rooms upstairs. Then they had no means of serving them. So mother served them a meal. And in order to take care of the family and the extras that it had, all the Mrs. Christman come up and do the cooking. Mammy Christmas. And one night when we were all at the table sitting around and the lights went off and we heard the kitchen door open, and old Mrs. Christmas took her head in the door, and she said, I'm just as good looking as the rest of you folks now.",01;57;37;16
Ione Adair or Bernadine Cornelison,01:57:37,"Bernadine wouldn't eat biscuits because Mrs. Christmas and were pink on the inside, but they were black on the outside, and she didn't like the fact that the black hands are puttering on the biscuits. So she ate bread instead of biscuits.",01;57;52;20
Sam Schrager,01:57:52,You. Did you think it was coming off.,01;57;54;24
Ione Adair or Bernadine Cornelison,01:57:54,In the biscuits? I see.,01;57;56;14
Ione Adair or Bernadine Cornelison,01:57:56,"Have a reason. As I think back from my early days, my mother, you weren't used to black people and I was brought up with this idea of cleanliness and never to use anything that mother had used to be very careful. Utensils and things. German conscience, really. And when I saw my Christmas pink hands and the backs were black, I thought, that's not clean.",01;58;22;15
Sam Schrager,01:58:22,Did Mammy Christman help out much? Did she? Did she work at the house?,01;58;27;03
Ione Adair or Bernadine Cornelison,01:58:27,Yes. I'll probably spend.,01;58;29;03
Sam Schrager,01:58:29,Just for a short time. She wasn't regularly.,01;58;31;10
Ione Adair or Bernadine Cornelison,01:58:31,"No, no, we didn't have at all. We always had helped, though. She was just there while the ministers were there.",01;58;36;28
Sam Schrager,01:58:36,Was she likable person? Do you know? Do you remember?,01;58;39;25
Ione Adair or Bernadine Cornelison,01:58:39,"She was delightful. I loved her very likable. Well, Mr. Chrisman used daddy. Used to hire him to take us out on the homestead out in the Collins. And he would send him out to get the family and bring them in, or have us take them out so we wouldn't have to do all the driving and all the having of all the luggage and everything that went with him. But he did a good deal of work for, for daddy, just little odd jobs, because we lived in this big house and at that time lots of trains came through here and lots of trams, and they hid drive for a house. I have heard later that they would mark houses where they would get good service. They'd come to the back door. One of they had a hand off. My mother never refused anyone. But one time this man came and he wanted to do something for his meal, and mother fed them on the back porch. But he took out a little whisper of his pocket, and he whisked his suit all off. And his trousers and his shoes his where he sat down.",01;59;56;24
Ione Adair or Bernadine Cornelison,01:59:56,"He this to me on the porch. I see daddy was very interested in those people. He'd go out and talk with him, find out where they came from, thought they had done. What are you talking about? About the Travis we used to have over here. The what? The hobos. The hobos. Oh, we have several.",02;00;15;12
Sam Schrager,02:00:15,He would he would talk to them.,02;00;16;24
Ione Adair or Bernadine Cornelison,02:00:16,"About them. He was very interested to everybody. You tell him about the time that the man of the whisper wanted some socks. And dad took him out on the back porch. No, I came by and. Mother was serving him on the back porch, and dad went out and the man looked up at him and he said, do you have any socks that I could wear? And then it had these hunting socks, and mother had washed them and hung them on the line out there by the side of him. And dad reached over and he took down the hunting socks, and he said, oh, these are all I have. But he said, can you use these? And the man looked at them and surprised at what those things.",02;01;03;07
Sam Schrager,02:01:03,He did.,02;01;03;24
Ione Adair or Bernadine Cornelison,02:01:03,"I don't recall that he didn't want he didn't want hunting socks, heavy socks. He might have been better socks and that.",02;01;12;14
Sam Schrager,02:01:12,So he didn't take them.,02;01;14;29
Ione Adair or Bernadine Cornelison,02:01:15,"I knew a man in Lewiston and said, you don't need socks. Very. Then his name was coming and he started to be a doctor. Smart. I don't know of any person I've ever thought was smarter, but he'd got tuberculosis and then go on and finish his medicine, but became a hobo. And for 20 years he just loved it. He never went back to his business. He was still hole boy. You never could tell about the fellows. They come by wanting work sometimes and sometimes they would work. So they had to say, there's the woodshed, he said. If you want very, very bad, you go down, chop up. Some of that would for me. Give him the action, put it down in the woods. I was telling him about the brushed himself off with this little broom.",02;02;06;06
Sam Schrager,02:02:06,So they would work.,02;02;07;14
Ione Adair or Bernadine Cornelison,02:02:07,"Oh, yes.",02;02;08;06
Sam Schrager,02:02:08,Yeah.,02;02;08;15
Ione Adair or Bernadine Cornelison,02:02:08,"Yet he went to work, but dad had to go out and stop him. He was. We had kindling enough that we never would have ever did it all up. He was making kindling out of all of our wood, so he had to.",02;02;24;04
Sam Schrager,02:02:24,But you would give him something to eat whether or not they were willing to work? Yes.,02;02;28;18
Ione Adair or Bernadine Cornelison,02:02:28,Some of them just wanted to eat. They weren't willing to work to work for something. And some of them were just.,02;02;36;06
Sam Schrager,02:02:36,You think some of them had pretty interesting backgrounds. Some of them had been had really followed.,02;02;40;26
Ione Adair or Bernadine Cornelison,02:02:41,"The talking to them, I don't know.",02;02;42;28
Sam Schrager,02:02:42,"Well, like this fella, well, this one was.",02;02;44;22
Ione Adair or Bernadine Cornelison,02:02:44,One of the lowest.,02;02;45;10
Sam Schrager,02:02:45,And that I knew.,02;02;49;07
Ione Adair or Bernadine Cornelison,02:02:49,"The very smart man. He was a railroader when he was in Lewiston, and he was talking about that little sister of mine. That was always Marjorie was always getting into trouble, you know, when she was. When she was grown, she played the pipe organ down at the Methodist Church. Did I tell you about that? When she played the Ragtime Band, she said that she could play the Rag Time Band as an officer in the church down here on the organ, and no one would realize what she was playing, and she did it.",02;03;29;15
Sam Schrager,02:03:29,And no one during the service.,02;03;31;11
Ione Adair or Bernadine Cornelison,02:03:31,"Well, we all knew what she was playing, but the main audience didn't know. And any idea what she was playing? She was always something. She was a drag time band for him.",02;03;42;29
Sam Schrager,02:03:43,She just played it in such a way that it sounded.,02;03;45;16
Ione Adair or Bernadine Cornelison,02:03:45,Like changed the rhythm of it.,02;03;46;27
Sam Schrager,02:03:46,Just funny.,02;03;48;12
Ione Adair or Bernadine Cornelison,02:03:48,Well.,02;03;49;04
Sam Schrager,02:03:49,It's funny.,02;03;49;22
Ione Adair or Bernadine Cornelison,02:03:49,"She was an amazing person. She was that guy on. She could do anything. During the war, she taught electricity at Walla Walla, at the base there, and she was very fine as doing colored photography to her eyes. And she was a wonderful student and a natural musician. Just anything she'd heard once. She could sit down and play it beautifully without any music she just could play. Some people have that natural. I never could play by ear. I had to have music, but she could just rip it off. And the beautiful voice. And you finished?",02;04;26;01
Sam Schrager,02:04:26,I'm gonna have to get going.,02;04;27;14
Ione Adair or Bernadine Cornelison,02:04:27,I expect you come back some other time. We'll show you our.,02;04;30;08
Sam Schrager,02:04:30,"Jack, I will.",02;04;30;26
