speaker,timestamp,words,End Time

Arthur Sundberg,01:59:07:22,"Oh, yeah. Yeah. But you know, you know, they had this this big Japanese concentration camp down here, Tulley Lake, California, where they had thousands and thousands of Japanese. Might say Japanese Americans in turn, there during the war. And they never could find one incident where any of them was disloyal to this country. But still they put them all in a pen. Nasi, of course, I suppose, you know, they felt they had to do that, because you can't just tell by looking at a person what their intentions are. But this one that was here, we heard a lot of stories about him, but there were there was none of them that was ever. Proven correct, you know, because. Oh, it seems like that's just a favorite American pastime, you know, concoct some yarn about somebody or something, you know.",02;00;27;08
Sam Schrager,02:00:27:11,Did you know any of the Japanese workers?,02;00;30;19
Arthur Sundberg,02:00:30:22,"Oh, yeah. Yeah, I knew I knew quite a few of them personally. In fact, you know, I worked in the same area and so on. And, and, you know, we'd meet on the street, we'd speak, you know, and, you know, that is we'd say hello or something. We didn't really stop and carry on any conversations. But the oh, yeah, you take a lot of, well, most, most of the Japs and all of the Italians and Greeks way. As far as I was concerned. I was friendly with all of them.",02;01;44;19
Sam Schrager,02:01:44:21,Other thing I was thinking of the Japanese. Were they? You think they were probably the least accepted of of the nationalities because they weren't white?,02;01;54;29
Arthur Sundberg,02:01:55:02,"No, I wouldn't say the least accepted… i, I think they were probably on a par with the Italians and the Greeks, far as that goes. But,… the Greeks were a little bit more sociable. Inclined than, than the then the Japanese or the Italians, seemed to me, of course, that mostly, I think, because of the fact that they were all single men and they, they all matched, you know, they beat 2 or 3 of them, would have a little house, and they'd done their own cooking and housekeeping and all that sort of thing. And so consequently, I, they would go down to the pool hall or go someplace to spend some of their time. And that way they hobnob with other people more. Or they the Italians were. Their social life in that they would more or less get together amongst themselves. And they didn't, spread out and fraternize with the rest of the town quite as much as the Greeks did.",02;03;43;16
Sam Schrager,02:03:43:18,"These these married women, you think they did a, did they did they would they live right in with the with the with the men there? I mean.",02;03;57;07
Arthur Sundberg,02:03:57:09,"We were in the group. Yeah. Oh, no no, no. Wherever, wherever there was a married couple. They had their own house. Yeah. The Japanese as well as the Italians, you know, those that were married, they had their own house.",02;04;21;15
Sam Schrager,02:04:21:18,Did they do these groups different labor than the than the average people did it in the mill? Did they have a special common labor that they did.,02;04;35;25
Arthur Sundberg,02:04:35:27,"Not know? Not necessarily. But,… it seemed like the Greeks, they all. More or less centered in on the sawmill part of the plant, and they, they were they were darn good sawmill men, all those Greek. Force of the men you see. Now, there'd be on those four carriages, that V8 there was eight men riding the carriage, you see, two on each rig, and there'd be. Oh, maybe half of those men were Greeks. They were real catty on their feet, you know, they were they were seemed like they they got along good with this motion. And then others were Edgemont, Triggerman. And they all they all carried on work that was, that had. Quite a lot of skill to it. But in the sawmill unit, which you never seen, the Greeks out there loading car boxcars or piled lumber in the lumber yard, anything else. But there's where you'd see the Italians. They'd pile green lumber out in the lumber yard, and they would.",02;06;08;10
Arthur Sundberg,02:06:08:13,"They had pile slab wood in the in the wood yard and. All that kind of work. You see the Italians here, they had done pretty much the same work as a pole did back in the Midwest. And then, of course, the Japs, they all seemed to concentrate in the box factory because. The average Jap was quite a bit smaller in stature than than the average man. And they were quick and nimble and, you know, quick with their hands and all that, and they seem to fit into that one. So it seemed like it was sort of a natural area for him to fall into, you see.",02;06;56;22
Sam Schrager,02:06:56:27,But you could characterize that by saying that they that they did the common lady.,02;07;01;11
Arthur Sundberg,02:07:01:12,"No, no no no no no, no, I'd say that there was there was quite a lot of skill in, in all of it. Now, you take, for instance, piling green lumber in the lumber yard. Of course, most of that was done by Swedes. I'd say 80% of it was done by Swedes. But then there was some Italians there, too. And you'd say that that was just absolutely common grunt labor. But it isn't. There's a lot of skill in fighting green lumber and doing it right. You take those those alleys in the lumber yard. They were three six. Probably 2000ft long in that area, and there was two sets of tracks going down each alley. And then, of course, there was piles on each side you see from this side track. They piled on this side and this track, they piled on this side. Well, these piles. Were built up on a sloping foundation. That is the foundation. They were just some bunks that was heavy timber, you know, permanent. But the piles had to be sloped so that, any weather would run off from the pilot. And of course, the boards had to be laid on there and courses across. And the width of the pilot was usually determined by about the length of the lumber that they was piling.",02;09;04;07
Arthur Sundberg,02:09:04:07,"But anyway, they would have, regardless of of the dimension of the lumber that they piled, they had used one by four boards as strips, stickers across there, you see, every course they'd have a strip in front and then possibly two in through the center part, you know, spaced equally and then one at the back. But. This pile was sloping this way. But the face of the pile was it wasn't straight up and down. It was just a little just a little bit in from the perpendicular you see at the top. So that would be about the shape of the pile. Well, you can imagine you stand at one end of that alley and you look down that alley for 2000ft. And every pilot just the same, you wouldn't find a variation of an inch in the length of that thing. And of course, that was all done. You might say automatically them fellows would slap that lumber down as one man down below there, you see, that had a steel bar that he'd put in the pile and he'd put these boards up on here, you know, and then jacked that up, you know, and boost it up there, you know, and then that fellow would take it and pull it up and pilot and then piles were high.",02;10;38;25
Arthur Sundberg,02:10:38:26,"They were if, if the board, say, was 16ft long, that pile was probably at least 20ft high or higher because the man at the bottom would push it up and the fellow at the top would just get a hold of it. He'd pull it up. But then to see the shape of that, that was piles it takes Gill, wouldn't it? So no matter what you do, it requires some skill, no matter what your job is.",02;11;15;19
Sam Schrager,02:11:15:21,"What about these these men that, were to the head men of of the groups, the guys that did took care of the money and that sort of thing. Were they, did they also work at the same time? They did?",02;11;33;22
Arthur Sundberg,02:11:33:27,Yeah.,02;11;34;13
Sam Schrager,02:11:34:13,Yeah.,02;11;35;05
Arthur Sundberg,02:11:35:10,"You know, there's, you know, there's always some scuttlebutt, you know, that goes around and, I don't know if you could ever prove anything because nobody ever tried to prove anything. But there was one family here, and it seemed like the the wife was the sharp one. The that husband in that family was all he ever done would drive a horse hauling slab wood in from the plant out to the slab yard and laugh and that sort of thing. He rode this one horse. So he really didn't have he had about the least skill of anybody. But still he was the fellow that took care of all these financial transactions as he. And. Oh, it seemed, it seems like the scuttlebutt was that he got to be fairly well fixed financially, because a lot of this money that was supposed to be shipped to the old country never got there. See, the fact matter is, it never was sent. And.",02;13;04;10
Arthur Sundberg,02:13:04:12,"So… but as I say though, that was rumor.",02;13;09;25
Sam Schrager,02:13:09:26,"Yeah, well, it would seem that these guys would have a lot of power in a way. There they are acting as the intermediary between the their men and the management.",02;13;22;19
Arthur Sundberg,02:13:22:21,"Well, as far as the job part is concerned, it seems like each individual that would take care of himself as far as the job was concerned, but any or any. Handling of finances and and correspondence is concerned by. I would say that they were pretty near 100% illiterate. You know, they. Say you have a payday. And he had wanted to send $10 over to the old country, to his family, his people over there. So he he gave this guy the $10 and told him to send it over there. Well, he could probably show him a receipt from the, you know, the money order receipt, but he'd look at it and he didn't know whether he was looking at a laundry coupon or what he was looking at because he couldn't read. He couldn't even write his own name. He didn't know whether that receipt was his or whose it was, you see. And he didn't know whether by looking at that receipt that went to the individual over there that he wanted to go to, or if it went to Sears Roebuck, you know, because he could look at that. He couldn't tell what was he.",02;14;59;12
Sam Schrager,02:14:59:14,So they depended on.,02;15;00;26
Arthur Sundberg,02:15:00:27,"It's it's pretty it's pretty easy to, to flimflam somebody. It's, you know, that illiterate, you know.",02;15;08;21
Sam Schrager,02:15:08:23,"In this case the, the rumor was more that it was the guy's wife that was doing.",02;15;12;26
Arthur Sundberg,02:15:12:27,"Yeah. Oh, she, she was sharp the, the the husband, he was, he was just more or less of a big oxy guy, you know, that he'd drive that horse and then he'd come home and have a little vino and and but his wife, she was just upon her toes all the time. She was full of women, vinegar and and of course. She was always manipulating him as to what he should do, you know. And. It's quite a deal.",02;15;49;05
Sam Schrager,02:15:49:08,"Somebody told me that that the Japanese contractor that they worked through, he really did have a fairly tight hand with the with his, with his men that they they bought groceries through him quite a few of their own.",02;16;05;24
Arthur Sundberg,02:16:05:25,"That's right. But of course, he wasn't a resident here. See, now, I don't know. I think he lived in Seattle, and I had seen him a time or two. And he was a great big fella. He was he was big as two of these other Japs put together. He was a big man. And he'd come here, you know, and and I don't know, they'd have some kind of a meeting and boy, he'd straighten out what this had to be done with that. And then I suppose, you know, we, we used to hear that these fellows had to pay a percentage of their wages, you know, had to go to him every month. And if that was the case, you know, with, Japs scattered in the canneries and everything else up and down the coast and all around, he probably made a lot of money. But of course, that was that was some of the feudal system that was brought over from the old country, you know, and.",02;17;14;16
Arthur Sundberg,02:17:14:19,"But that wasn't the case, though, amongst the, the Italians. But it was with the Japs. And if you take as far as the their food was concerned, they bought some of their food locally, you know, the store here, but there was a major part of their food was shipped in by rail. And,… of course, have you ever been if you ever been in a, in a Jap home or in a jet camp? Boy just about to turn your stomach, so. And just step inside the door… of course, it probably is still the same way, but they you. You've seen a lot of these,… split bamboo tubs, you know, tubs maybe so big in diameter and so deep, you know, with bamboo hoops on them and so on. Well, they shipped fish in those. And these little fish are about an inch long. Little tiny things. They're just about like, you see these little trout that's just after their hats, you know, and you see them little trout in the in the fisheries.",02;18;43;04
Arthur Sundberg,02:18:43:05,"You know, little fellas, that's where these fish are. And there's hundreds of thousands of them in one tub, you know, in there preserved or pickled or something. Some way but stink. Oh my gosh, it just wasn't knock you down. Well, I've I've been in that jab boarding house that they had here. And in fact, the matter is I, I wouldn't have worked at the Mercantile Company, you know, delivering, the groceries away… i used to make deliveries up there and,… they in the, in the Jap camp, they never have any kind of floor covering at all. It's just plain just the boards, but scrubbed clean. Just. They've never painted either, you know, it just scrubbed clean right down to the white board. And then their table was the same way. You'd never see any covering on their table, the boards. And then at each place setting along the river, each man would sit with the round bowl about the whole they probably five inches in diameter and then maybe three inches deep or something like that, and then a couple of chopsticks. And that was, that was the entire place setting for this bowl and the couple of chopsticks. Well, of course they, they lived on rice and then these fish and of course they, they had some kind of a sauce or something to go with it.",02;20;34;29
Arthur Sundberg,02:20:34:29,"I don't know what it was. But anyway, there as far as their cooking was concerned, it was pretty common and pretty plain. There wasn't much frills in there. Japanese cooking and. But anyway, you'd go in there, you know, and I, I don't know whether they cooked them fish. I never seen how they, they fixed them or if they just eat them the way they come out of the tub. They probably did. But, you take head, head, tail and all, you know, the entire fish wasn't only bought by the install, you know, little tiny, slim things. But I did break off a match about an inch long. But they'd get some of them, you know, in this bowl of rice. And then, of course, they hooked that right up here under their chin, and these chopsticks would just fly. And that's.",02;21;34;29
Sam Schrager,02:21:35:01,"For those folks, really friendly. I know the Japanese have a reputation for a lot, being very polite. You know.",02;21;43;13
Arthur Sundberg,02:21:43:14,"They are very polite, but they're not friendly. That is, they would be if if you knew them that well, you know. But how are you going to get to know them that well? Of course. Now you take the, the Japanese Americans that they've, that you run into now, you know, born and bred in this country, you know, they're altogether different breed… but you take… 50, 60 years ago these Japs had come from over in Japan, come over here to work. They didn't want to fraternize with any of the so-called white people. They come over here and they they worked and they worked hard to. And that's one thing about them, about a Jap. Now, if whatever his job was, you could depend that it was done. It was done right. He was a good worker. I never did see a Jap that ever tried to drag his feet or Doggett, you know, or anything like that. He was always a good worker.",02;22;48;29
Sam Schrager,02:22:49:01,"I've been. Somebody told me that there was that there was some move to run, to run them out at some point here. You know what it is they talking about?",02;23;00;10
Arthur Sundberg,02:23:00:12,"Well, I don't think there's any particular move on that part. Of course, at the beginning of the Second World War, I said that there was just one left while it, you know, it got down to one, but there was 3 or 4 here. But they were, they were men with with wives and families. But, I think they seen nobody run them out, but they seen that there was a tension building. And so they just voluntarily moved out. I don't know where. Never did find out where they went, but I know there was one Japanese family that lived here that that had a couple of girls that went to school and, and. They went all the way through school. In fact, I don't believe they stayed. I don't believe they graduated because I think they left before they graduated from high school. But but anyway, those girls, it seemed like all the girls in school just thought the world of them and they just as much as they possibly could, they wanted to be with them, you know, so they got along good that way.",02;24;31;11
Arthur Sundberg,02:24:31:13,"Of course, there was. There were two of the Japs that loaded cars down on the loading dock. And one of those Japs. The rumor was that he was a colonel or a major general or something in the Japanese army, and was sent over here, you know, to, to find out what he could and all that. But then he lived here for quite a few years, and he had a family, and that could have been true. And it might not I wouldn't have any way of knowing. But whether or not somebody just dreamed that up, or whether it was true that he was a, well-educated man and high up in the military. And but I do know one thing that from the very beginning, that the Japs come into this area. On their leisure time, wherever you seen the Jap, you seen the camera. They took pictures of everything. I don't care if it was a stone or else they took pictures of it. Now, maybe it was because they liked pictures. Maybe they sent those pictures over to Japan. They don't. They took pictures of everything inside of buildings and outside of buildings and everything else.",02;26;08;12
Sam Schrager,02:26:08:14,"That makes me wonder about one thing. Even if these different groups of other nationalities that did keep pretty much to themselves didn't mix a lot with people, do you think there was a number of pretty strong individual friendships that they formed with the, let's say, particular person or particular family in Potlatch? I think there was bonds like that that.",02;26;33;15
Arthur Sundberg,02:26:33:20,"You mean with the people other than their own ethnic group? No, no, I don't think there was.",02;26;45;25
Sam Schrager,02:26:45:27,"So, for example, even though you knew a lot of them, you didn't you didn't ever.",02;26;51;11
Arthur Sundberg,02:26:51:14,You never fraternize with them.,02;26;52;27
Sam Schrager,02:26:52:29,That's what.,02;26;53;11
Arthur Sundberg,02:26:53:11,"I mean. You knew him on the job and you knew that his name was Shiga, or you knew his name was Harry, or you knew that much. But that's all you did know. And you know you'd. They probably worked in the same department where you worked at the mill, and you probably passed by each other any number of times during the day. But but each one concentrated on his own job and all that. If there was any reason to speak, why they they spoke, whatever it was to transfer some information about the job or something, but that was it. If they happened to meet in the store, say, after work, they might. Say hello. You know something? But that was it. They they didn't say, well, come over this evening and we'll just have a little visitor. Bring the wife or something. Nothing like that ever happened. And of course, that's that. That whole pretty true with not only those so-called minorities, but with the rest of them, do they?",02;28;24;07
Arthur Sundberg,02:28:24:09,"You know… people will… form their own little group of friends. They do that right today too, you know. You know, you and your wife have got 4 or 5 couples that you, you know, you're pretty close friends with and you say, come on over and we'll have a barbecue in the backyard, see? And or the other one will say, well, come on over and we'll run some home movies or some other thing, but it's still held in pretty small groups even right now, isn't it? Don't you think so?",02;29;07;25
Sam Schrager,02:29:07:28,"Sure is. Sure is. But do you think there was. Was it less? If it was less likely? Probably that you would. That you would ever get to know one of these, these folks. Well then somebody.",02;29;20;18
Arthur Sundberg,02:29:20:23,"Well yeah. But I think, I think that was probably more of, of their choosing and then it probably would be of yours, you see. I don't know if anybody ever did, but then you might feel real friendly toward one of those guys and say, well. Why don't you why don't you? Bring your wife and come on over this evening, see? And he'd find some excuse not to come see. Might be because it felt inferior or it's hard to away. But then they just wasn't. They just didn't want to. All get too close, I guess.",02;30;12;11
Sam Schrager,02:30:12:13,"Do you do you think most of them learn to speak English pretty well while they're here, or just enough to bear to get by?",02;30;20;05
Arthur Sundberg,02:30:20:08,"Well… you take the the Greeks, they they spoke real good English. I don't know, that was something about they taught one another, you know, and I know, I know personally cases were one Greek would would say mispronounce a word in English and the other Greek had just to him out and just give him the devil, because you've got to say it this way. See? But then some of the other groups, they didn't they didn't care. They had just oh, it was more or less what you might call pidgin English. You know, they'd make signs and wondering another any way to make themselves know, understood what they wanted or or something. And they were happy with that, see, but the Greeks weren't they? They would really tie into one another, you know. And if you're going to live here, you're going to learn to speak this language and you're going to learn to speak it right. See, and that was one thing you can say about them.",02;31;41;11
Arthur Sundberg,02:31:41:13,"And all the Greeks that I knew of that was here. They all had some education over in the old country before they come here. Now, how much education they had is hard to say, but they had enough education to where they all could read and write. And from what I've talked to some of them, why their education would be about what we would find in our grade school here. And of course, that would take in one. Nowadays it's you get junior high grade school to me is up to the up through the eighth grade. But. You take with the the Italians. There was an awful lot of illiteracy there. It was very few of them that could read or write.",02;32;46;25
Sam Schrager,02:32:46:28,"I wanted to ask you a little bit more about that, that, sign language in In the mill because I this seems really interesting to me. Did did the would assign always mean the same thing? I'm not talking about the numbers for fingers because I'm if fingers for numbers, I'm sure they would. But I mean other kinds of signs that you used to, you know, express yourself or would it just depend on the, on the situation, what did what it was… well, about.",02;33;17;12
Arthur Sundberg,02:33:17:13,"Of course, like I said while ago, I never got very fluent with it because I, it wasn't necessary, you know, for me to, to be able to communicate much with my hands because I wasn't I've never confined to one of those areas at the where he had to use the sign language too much. Of course, I was in and out of those areas, and of course passing through or even working in there, I, I would use some, but not as much as these men that was, you know, confined to the area and working in there all the time. But of course some of the signs were, were might say basic. That is, they become basic, you know, for instance, that, you know, that's, you know, in a word that.",02;34;14;24
Sam Schrager,02:34:14:27,Pushing.,02;34;15;16
Arthur Sundberg,02:34:15:18,"Well, you're.",02;34;16;12
Sam Schrager,02:34:16:14,You're in a circle.,02;34;17;14
Arthur Sundberg,02:34:17:17,"You're crazy. You're, you know, that's all wrong. And of course, if. You know, there's lots of different sign used to, I used to just get amused and just chuckle to myself. Just watching some of these fellas communicate across a, you know, quite a wide area in, in the middle. And they would all be making all kinds of signs and. Oh gosh, you know, their hands would just be going like everything. And of course, I don't believe any of them was any standard hand language. You know, it was something that was more or less made up and each one knew what the other one was, was trying to convey, you know, and they laugh and go on and tell jokes or something, you know, between one another. Yeah. It's a really funny.",02;35;32;07
Sam Schrager,02:35:32:09,"It's about time I get going. It's your lunchtime, I imagine. I've been here quite a while.",02;35;38;24
Arthur Sundberg,02:35:38:26,Well… had a lot of fun just talking.,02;35;43;08
Sam Schrager,02:35:43:09,"Oh, yeah, so I listen. What do you do?",02;35;50;12
