speaker,timestamp,End Time,words
Eva Daniels,01:24:22:13,01;24;50;00,"He was so happy with himself. It was the cutest thing. And you know, from then on, he knew all of those words. He hadn't been sitting there doing nothing. He knew just as much to read this. Maybe not the best ones, but he was real good. I was so surprised. I'll tell you, that was one time when I really got a surprise that I was sure proud of him."
Eva Daniels,01:24:50:03,01;24;52;18,He was the cutest little fella.
Sam Schrager,01:24:52:20,01;24;58;10,Do you find that it is hard for you not to favor certain kids over others? I imagine yes. Teachers would.
Eva Daniels,01:24:58:16,01;25;12;25,"That's all I say. Hard. Well, we all have preferences. I think in our lives that that is a tough one. Believe me."
Eva Daniels,01:25:12:27,01;25;33;07,"I love them all. But anyhow. And naturally, I had the I know that I. That I told you that I had the big boy that helped some magic creation when I first got there. I sure did think a lot of that boy, I don't know whether I showed it or not. I tried not to. Oh yes, he was just a good boy in every way."
Eva Daniels,01:25:33:07,01;25;49;11,"There was just no way that, you know, you could have ever found fault with him. He's the same way you, his mother, his mother in law and father in law made beer and down. And anyhow, they talked to me."
Sam Schrager,01:25:49:13,01;25;51;05,Tells me that while you were teaching.
Eva Daniels,01:25:51:05,01;25;58;26,Yes. I stayed at his sister's house. That's where I boarded.
Eva Daniels,01:25:58:28,01;26;45;06,"He was the oldest boy. And, I boarded with his sister in this man, and we started going together. He had lots of girlfriends all the time. Before that, I had met him when I thought it crashing. But anyhow, he was over. There was somebody else. He'd bring a girl and go, and I met him. But anyhow, when I went there to the her home to board, when we started going together, and at the end of the school year we were married, the CIA, I taught three years at crashing and then my one year at London, and then I already had the contract signed to teach a year at well, but I don't I"
Eva Daniels,01:26:45:06,01;26;49;15,taught a half a year.
Eva Daniels,01:26:49:17,01;26;56;20,"Because I was pregnant. So that. Anyway, at that time. Anyway."
Sam Schrager,01:26:56:23,01;26;58;14,So where were you married?
Eva Daniels,01:26:58:16,01;27;03;11,We were married in Asotin.
Eva Daniels,01:27:03:14,01;27;16;14,"And then we went to live at Park, and we lived there the whole 22 years that he was alive. He died with cancer."
Sam Schrager,01:27:16:16,01;27;20;12,"Did you, stop teaching then and raise a family?"
Eva Daniels,01:27:20:12,01;27;53;11,"Yes. The youngest boy was six years old when that teacher shortage struck. You know, in 45 and I, the school board there at Park came and asked me if my certificate would allow me to teach, and I said yes. I graduated anyhow, just a year or two after that, maybe before they, they, had a new ruling at the normal that, you had to renew your certificate every five years, get a life certificate."
Eva Daniels,01:27:53:11,01;28;14;27,"You didn't need to. And then I had much getting into the. I had graduated in 31. And of course, they didn't make that new ruling about going back every fifth year. That would have been impossible for me because of my family. So anyhow, I had a life certificate and they came and said that they could not find a teacher."
Eva Daniels,01:28:14:27,01;28;23;06,"So I got the part for one more six years on them. And director. Well, did you find it?"
Sam Schrager,01:28:23:08,01;28;32;04,"We. Sorry to have to give up teaching. Yeah. When you got married, did you find that a difficult decision, or was there anything you don't mind about it?"
Eva Daniels,01:28:32:07,01;28;55;10,"I think it was something that I accepted because, Well, in my condition, I couldn't go on age, you know, any longer. And so, it was just one of the things that I had to do. But I was real happy to go to teaching again. When they asked me."
Sam Schrager,01:28:55:13,01;28;59;05,When was it that you moved to Park?
Eva Daniels,01:28:59:07,01;29;10;16,"Just after we were married. We were married in, 31, and, we,"
Eva Daniels,01:29:10:19,01;29;43;01,"Went to an old logging camp and tore down the buildings to get lumber for our own buildings on the place to be more. And that's what we did that summer after we were married. We were married in June 1931. And so during June 9th, the summer, July and August, I we already mailed buildings down there, been a sawmill there, and they tore those down to get lumber for our house."
Eva Daniels,01:29:43:01,01;29;44;05,And mine.
Sam Schrager,01:29:44:08,01;29;47;10,"Had, had he lived."
Eva Daniels,01:29:47:12,01;30;13;03,"With the doctor here in Kennewick for a few years. And so, of course, the Smith family had been acquainted with this. Doctor McCarthy would have to come when someone was ill and their mother had been ill a lot. She passed away when Ben was 12 years old. And when there little brother was born, she passed away."
Eva Daniels,01:30:13:04,01;30;50;13,"So, of course, they had had the doctor many times. And, then Martin and had talked during, even though he wasn't very old. But anyway, it seems that Doctor Hoyt told him that he'd, put his money in land at Park. So when, after when he decided to marry. Well, he went to Spokane, and I made a deal with Doctor Hoyt to have it for 40 so that land that Doctor Hoyt had, put his money into."
Eva Daniels,01:30:50:16,01;31;21;04,"So that was. We had a place. And then, like I say, we went and tore down these buildings for lumber. And then after that way, he got Mr. Crowder to come and and help build the house, then figured he could build the barn, and he wanted the house a little better. And the house still stands. My oldest son lived there, so I'll tell you, it wasn't much of a house that first year."
Eva Daniels,01:31:21:07,01;31;41;08,"You know, throwing their cat out between the cracks for a while. And we had 32 below. No, it was an extra, and we had to 32 below. We got it fixed up a little better, but that time. But he didn't have it. Any extra lumber on, you know, siding on it? It was. It was just built in the boards, Rene."
Eva Daniels,01:31:41:08,01;32;01;00,"Alone. That's all you can say that first winter. But anyhow, the next winter, we really. Then our little girl, you know, was getting big enough to crawl. I wondered sometimes if she was going to be warm enough, you know, little fingers and just be blue. Sometimes when I look at her."
Eva Daniels,01:32:01:02,01;32;05;03,"But anyhow, we got through it and finally got it fixed up."
Sam Schrager,01:32:05:03,01;32;11;08,"There it was log. No, it was not. But it was longer."
Eva Daniels,01:32:11:10,01;32;27;17,"Yeah, yeah, I made the barn part. Mom. But anyway, it was, it was a home. And then from then on, we were trying to clear land. Boy, that was a job."
Sam Schrager,01:32:27:19,01;32;29;19,How much land was cleared on the place when.
Eva Daniels,01:32:29:19,01;32;56;05,"You there were grown? You see, it was still, not fence. It was just laying, just like Timberline. Yeah. It had been logged, quite a while before and after, less than 5 or 6 years before being passed away. Why we love to again."
Sam Schrager,01:32:56:08,01;32;58;26,Is that what he did? Mostly himself. Law?
Eva Daniels,01:32:58:29,01;33;13;29,"Yeah. As soon as he got the house and barn put up so we could stay inside, whether they were finished or not, or he went off to the logging camps and I took care of things."
Eva Daniels,01:33:14:01,01;33;41;18,"And the worst thing I had to do with all water. Oh, dear. I'll tell you, I have nightmares yet about that I used to. We had four barrels on a wagon and two kegs maybe in the front ten gallon foods. They were wooden to, and I had to go and pump those full of water. Right. There was water place that called to go."
Eva Daniels,01:33:41:18,01;34;06;03,"Some place was the only water in Park and then we had a few cattle and we had horses and of course for house used to. And he was gone all the time for many years anyway. Anyhow, when my boys got big enough to drive the horses, why, they wouldn't like mom a whole lot more."
Sam Schrager,01:34:06:06,01;34;11;18,What was it about it that was so unpleasant? It sounds like it was a dangerous.
Eva Daniels,01:34:11:20,01;34;32;20,"No, it was such hard work. You say you had to pump those four barrels full of water. Didn't take long to fill the kegs, and you had to get the horses in the wagon ready before we went. And then the worst part was I had to leave the kids at the house. And I always let you know before I got to the top of the hill, I looked safe."
Eva Daniels,01:34:32:20,01;34;37;15,Houses on fire. That's a terrible experience.
Sam Schrager,01:34:37:17,01;34;43;29,"How long was that? Would the trip take you to get. Oh, get back."
Eva Daniels,01:34:44:01,01;34;47;22,I suppose a couple of hours.
Sam Schrager,01:34:47:25,01;35;01;27,"The. Well, this this living alone. Having to live alone when a husband was, out logging camps. I've known, of this to be the case in life. Oh, yeah."
Eva Daniels,01:35:01:29,01;35;09;26,"It was that. That was one of the things, you know, when you lived up there in the mountains, right? You were supposed to go and work at a logging game."
Sam Schrager,01:35:09:28,01;35;19;10,"And yet it seems like, mostly it's the men that I've talked to who were out of the camps, not the wives who were who were at home and sound like it would be pretty rough, too."
Eva Daniels,01:35:19:10,01;35;46;08,"It's terrible, I'm telling you, especially when the children are small. After they get a little bigger than it is, it's a bad back. Anyhow. The. And the amount of work that there is, there's homes to feed. And cows to feed and milk and the horses to take care of. Of course I only kept up one team most of the time, the ones that I could use for water and the rest stayed in the pasture."
Eva Daniels,01:35:46:11,01;36;04;22,"And then sometimes, you know, one of them gets lame or something. You have to go get another one. It's, it all takes time. And, I had a garden and canning to do, and I can remember many times that I sat up and tried to keep the fire going and the canned or boiling go to about 2:00 in the morning."
Eva Daniels,01:36:04:25,01;36;27;16,"It takes a while to snap enough beans. My canner had held seven quarts and then get the beans cooked. Then they had to be cooked for hours and I was always glad when I came fruit, because that went quickly. You know. But anyway, it all paid off."
Eva Daniels,01:36:27:18,01;36;35;28,"My kids are all healthy and happy. I hope, and they're sure good demand."
Sam Schrager,01:36:36:01,01;36;39;06,How? Often would you get to come home?
Eva Daniels,01:36:39:09,01;36;46;24,Or you'd always call me. Came home Saturday night and stayed the Sunday night.
Sam Schrager,01:36:46:26,01;36;50;20,"Did you get to see, neighbors very much when you was? Why?"
Eva Daniels,01:36:50:22,01;37;22;12,"Well, only if they came to visit. You know, maybe several of them would make it a point to come around and see if we were okay. Especially Mr. Trenton, my son of, What was the one you had on the tape? Ed in Edison? Adolph. Mr. and Mrs. Wrench were wonderful. I'll tell you, that couldn't be better. Neighbors."
Eva Daniels,01:37:22:15,01;37;46;28,"They used to come by and stop and and, you know, see how we were. And maybe they'd bring a fresh piece of in a suit or one domino. They brought a piece of their meat. That was the first bare meat I had ever eaten. Then I've heard of so many things. But anyhow, I brought it in the oven and roasted it and fixed it like I usually did a roast and it was the best meat I think I ever eat."
Eva Daniels,01:37:46:28,01;38;03;04,"I don't know whether I was so hungry or whether it actually was that good, but anyhow, I never will forget that. But they were just real good parents. Neighbors."
Sam Schrager,01:38:03:07,01;38;08;23,"Yeah, a park, an isolated place. Anyway, they always seemed to me it."
Eva Daniels,01:38:08:23,01;38;11;13,Is certainly out of the way. And then.
Sam Schrager,01:38:11:16,01;38;21;19,"And then on top of that, I think I should have been teaching all those kids, you know. And now you're raising the family of your own in alone. Most of the time. It sounds like quite a change."
Eva Daniels,01:38:21:24,01;38;52;01,"Yes, it really was. Of course, I didn't mind the the raising my family, you know, that didn't bother. So but they're hauling water. All the women did I? Okay. Right now, if we would do a people kind of been up where they could look down on us and a they thought that was a sorry, miss, Mrs. Austen was a real small woman, and they didn't have any sideboards on their wagon."
Eva Daniels,01:38:52:01,01;39;19;00,"Men, but sideboards on my wagon. I never even thought about it. I saw her with those barrels on that wagon with no sideboards. But anyhow, some mornings I'd get up at 3:00 to get the well for, so I could get enough water for the cows. And sometimes I'd get up at 4:00 and I go over there, and there must be Mrs. Austen there."
Eva Daniels,01:39:19:02,01;39;42;16,"She'd had the thing pump dry, and there was another place down, up a little higher, where you had to nip the water off. That was something. And my horses were afraid to the train. You say down here where we lay there wasn't a train. But when you got up to this other place, why the the train went by in front of where we had had to back in."
Eva Daniels,01:39:42:16,01;40;08;22,"And then step up on the back of the wagon. Important the barrels. And I always imagined that those horses were going to start just about time I got up on there. And, you know, that would throw a person back. You'd have no way of stopping them and spill hot water. You already had dipped. So anyhow. And then, Mrs. Ingar and they live in Derry now, and Mrs. Austin is gone."
Eva Daniels,01:40:08:22,01;40;16;10,"Well, Mr. Austin went first and Mrs. Austin, but anyhow, I got to see their oldest son last summer."
Eva Daniels,01:40:16:12,01;40;42;20,"And I landed we. Oh, I'll tell you, I knew him, though, when I saw him. Ken was down at the hospital in Lewiston, and, he came walking across and I couldn't hardly believe my own eyes. He looked just exactly like you then. I hadn't seen him for now. He figured up when we were there, 41 or 42 years."
Eva Daniels,01:40:42:23,01;40;44;14,They were sure wonderful to see him.
Sam Schrager,01:40:44:17,01;40;47;08,"How often did you have to haul, water?"
Eva Daniels,01:40:47:08,01;40;48;16,Mostly every day.
Sam Schrager,01:40:48:16,01;40;49;23,Every day?
Eva Daniels,01:40:49:26,01;41;15;18,"Nearly always. You know, with so many. Why Mrs. Anger how old that she had a trip her husband would do. They all did. And but she'd only get one barrel usually. Oh, yes. Then there was a pond that we used to have to go on the piano. That wasn't any fun either."
Sam Schrager,01:41:15:20,01;41;19;02,"Oh, you were dipping it then. You just had a pail that."
Eva Daniels,01:41:19:02,01;41;27;26,"Yeah, just a pail. And the at the upper place. Not, not at the. Well, that's where my youngest daughter lives now is where we used to get the water."
Sam Schrager,01:41:27:29,01;41;30;19,"I wonder how much barrel, a barrel."
Eva Daniels,01:41:30:19,01;41;33;03,"Well, 52 gallons."
Sam Schrager,01:41:33:05,01;41;39;21,"And you had how many four, did you have to be careful to conserve, that water."
Eva Daniels,01:41:39:24,01;41;57;19,"And we had one big white faced cow with water in a tub. You know, holes in it, you know, and sucked on it and and held it in the dam and this big white faced cow, she'd stand there and drink and drink and drink, and pretty soon she couldn't drink, but she'd hold her mouth in the water."
Eva Daniels,01:41:57:22,01;42;18;00,"And she was so big around. Oh, dear. If she'd walk, she to rattle. All right. And if anything else had coffee? No, no. Come on. That side. And I used to get a stick. I just loved it. But I had to get a stick anyhow and make her get out of there. And, you know, she'd look at you just like, why did you do that for?"
Eva Daniels,01:42:18:02,01;42;26;11,"Oh, dear. But you know that she knew that next day she might not get a drink, you know, went over there and somebody got a hit at me. Right. And they didn't get any water."
Sam Schrager,01:42:26:15,01;42;30;00,"Well, how long did it take for the water to come back? Once it was pumped dry?"
Eva Daniels,01:42:30:03,01;42;50;23,"Usually about 12 hours or 14 hours in the well, this other place up above there, it ran a little stream most of the time, and we just dug out, you know, with a shovel and made a place for you to dip with the bucket. And of course, the pond you had. They put a board in it so you'd have a solid place to step."
Eva Daniels,01:42:50:26,01;42;52;00,But anyway.
Sam Schrager,01:42:52:03,01;42;59;00,"How many families do you think we're we're drawing water that way every day. How many families do you think? Oh, well, I."
Eva Daniels,01:42:59:00,01;43;06;12,"Was,"
Eva Daniels,01:43:06:14,01;43;30;12,"Angered. There were two family of injuries. There was a younger family, but they didn't usually use much water, and they didn't have children or stock or anything. But anyhow, Angus had some stock, and then, Austin had, horses and cows both. They didn't have any homes. But here I was with homes and cows and horses both. And kids."
Eva Daniels,01:43:30:15,01;43;50;01,"Oh, I'll tell you, that was an ordeal. But, when I started to teach the in 45, we got a man to come and build us a poem. So we never had to haul for the stock anymore. And I'll tell you, that was. You're a big relief."
Sam Schrager,01:43:50:04,01;43;53;24,"When you were married, right? When the depression was breaking pretty badly."
Eva Daniels,01:43:53:25,01;44;21;26,"Yes. Yeah. Right at the word. I think. And, Boy, that awful lot of venison we had to eat during that depression, I guess was happy that it was running around there. And the sheriff didn't say anything. You know, I suppose if we wasted some of it, probably you'd have got reported right now. But I don't think anybody in there wasted any."
Sam Schrager,01:44:21:29,01;44;31;26,"Did the fact that the families and or anybody was, was ever really up against it for having enough to eat during that time?"
Eva Daniels,01:44:31:28,01;44;51;07,"Yes. We had an elderly lady in there that many, many times didn't have enough to eat. Mrs. Orrick, poor old thing. We used to fix up things and take care of her, and I think then she stretched them out till she didn't need them all at the same time, so she'd have a little more to eat for a while."
Eva Daniels,01:44:51:10,01;45;05;08,"Anyhow, she got, a cold and, I suppose pneumonia. Maybe it was the flu and passed away and, I suppose 4 or 5 years after. Then they moved over there."
Sam Schrager,01:45:05:11,01;45;12;19,"Oh, did Ben and the and the other men always have work during that depression? I thought like that. Like at the mill in the woods."
Eva Daniels,01:45:12:21,01;45;42;19,"Well, a lot of, a lot of the time, he didn't have lots of work. But anyhow, just about the time that he lost his job in the woods, why the WPA came in there to build, new road. We had a terrible road to park first, and the mud got, you know, the and the, But anyhow, during that depression, Ida government, you fixed up the WPA thing."
Eva Daniels,01:45:42:20,01;46;04;21,"You know what that was? It was work on the roads and and work on public things. So people would have a job. And he of course, he had a team. So he got paid $0.50, they got a dollar a day. And then, he got $0.50 for the horses. And most of the other men were single handed, so they only got a dollar."
Eva Daniels,01:46:04:21,01;46;28;04,"And I tell you right now, $30 been a long way. Same. But anyhow, they repaired the road and put in some better bridges and I can't remember if they graveled and not. I don't think they did, but they did them corduroy. A lot of it. And that's where the horses came in. Getting to when you know what they they like the logs and you know right close together."
Eva Daniels,01:46:28:06,01;46;34;28,Fix them. So they got to stay there. And Lee did that and that surely helped.
Sam Schrager,01:46:35:00,01;46;38;05,Which is full time work at that time for him. Yeah.
Eva Daniels,01:46:38:07,01;46;49;19,Yeah yeah. The job you know they finished one thing and then they might do another thing. So it lasted until the worst of.
Sam Schrager,01:46:49:19,01;47;02;03,"It was over there. Was there much opportunity for get togethers and park during that time, or was that real different than it had been over? These other place?"
Eva Daniels,01:47:02:04,01;47;40;15,"Well, during the depression, no. Nobody could afford to get together. And they didn't, everybody was concerned with getting enough wood feed and enough food and keeping things together more or less, you know, during the depression. But now, after the depression broke, why then everybody we all went to the dead all the years that we were there, except, you know, during the depression, we went to the schoolhouse either Friday or Saturday night and played cards."
Eva Daniels,01:47:40:18,01;47;51;04,"And instead of everyone taking something like we used to, you know, where I went to school, why they appointed two ladies. One would bring cake and, and bring sandwiches. And that was enough for the group."
Sam Schrager,01:47:51:04,01;47;58;08,And that was enough for the group.
Eva Daniels,01:47:58:11,01;48;17;00,"My little Clem learned to play pinochle when he was in the first grade, and some of them used to kick about playing with him. You know, he got right up there and played at the table, right with the other partners, and some of them, you know, would sit down and he'd sit down across them and got to play a few."
Eva Daniels,01:48:17:03,01;48;36;18,"Anyhow, after he played a little while, they found out he wasn't so bad to play with, and he was lucky. I never saw anything like it. He might bid crazy, but. And the other fella, you know, and wonder where his brains were. But anyhow. And Clem said, you know what he wanted by, the other fella would have it and he'd lay down."
Eva Daniels,01:48:36:18,01;49;00;12,"Or his. Oh, dear, he'd have, 100 cases there, a thousand aces and, pinochle and. Oh, you never saw such a mess. I tell you, he was spoiled rotten for a while because he was so lucky. But cute little rascal. And of course, the other children are all nuts. They played right along with the rest of it."
Eva Daniels,01:49:00:14,01;49;21;09,"Clem was three years younger than Ethel and. And if Alan and Don and Jerry and Anna all played. So anyway. Yeah, they played pinochle for years and years and years. We must have got off of they did that much practice everything and."
Sam Schrager,01:49:21:12,01;49;29;00,"Well, when you were in park, were there other women that had small children at the same time?"
Eva Daniels,01:49:29:03,01;49;53;15,"Yeah. When my first little girl had a twin, Mrs. Austin's daughter had a little girl the next day and didn't know hers was the day before. And Anna's and it was the 15th of February, American girl on the 14th of February. And those other girls had lots of fun together. They grew up together. I guess they haven't seen each other now for a long time."
Eva Daniels,01:49:53:15,01;50;10;12,"But anyhow, Marjorie lived in Spokane for quite a long time, and whenever she'd come down, you know, we come and visit Diana. But I don't know where she is now. I haven't heard of her. Anna may know where she is. I don't know."
Eva Daniels,01:50:10:14,01;50;39;28,"But anyhow, they, When Fleming started the school, there were four other little children there. Start to school in the community, and then one family moved away. And that was huge. And, and by Christmas time, another family moved away. We kind of hated to lose that family. They had the most kids in school, and they moved to dairy."
Eva Daniels,01:50:40:01,01;51;08;16,"And now that little girl works up here in the the people that moved away there. A little girl works up here in the antelope in, in Cambridge. Oh. Where they had booths over the counter. So that's the way she turned out."
Eva Daniels,01:51:08:18,01;51;17;21,"And then Engels had a little one. They had one after that. After I finished teaching and park, their little girl started to school."
Eva Daniels,01:51:17:23,01;51;22;02,She was the one that told you drove the truck and all the water.
Sam Schrager,01:51:22:04,01;51;25;28,"Well, the community was largely Norwegian wasn't it. Park."
Eva Daniels,01:51:25:29,01;51;39;11,Yeah. Yeah. I just and you didn't want to dare say this is a Swedish community there. They felt that very strongly that this was a Norwegian community.
Sam Schrager,01:51:39:19,01;51;41;24,Did you go to the church there.
Eva Daniels,01:51:41:27,01;51;47;21,"No I never, never went to the church. But once."
Sam Schrager,01:51:47:23,01;51;49;13,It was a Lutheran church was.
Eva Daniels,01:51:49:13,01;52;05;18,Yeah. Yeah. Right. It was built by no nation. It was for many years old when we moved over there.
Sam Schrager,01:52:05:20,01;52;13;08,Did that make you feel apart from most of the community and that you were different. Background or did that matter at all?
Eva Daniels,01:52:13:08,01;52;27;16,"It didn't seem to matter. Not at all. You know. No, there was, a nurse in the community who."
Eva Daniels,01:52:27:18,01;52;35;01,We were the only two educated workers that. Yeah.
Eva Daniels,01:52:35:03,01;52;41;02,And they moved out quite a long time before I left the community.
Sam Schrager,01:52:41:05,01;52;43;25,"Was she. Did she practice? While she was There, would she would help?"
Eva Daniels,01:53:43:25,01;52;54;25,"Yeah, if you needed. I know if I had pneumonia. And we took her up there to their home for a little while. A couple of weeks."
Eva Daniels,01:52:54:27,01;53;04;25,"You know, she had her own, family. She couldn't leave home. But anyhow, she would if you were really sick or she take you in and take care of you. Shoot. Just a real nice person."
Sam Schrager,01:53:04:28,01;53;12;24,"When did you first have dealings with, Frank Brocke and. And, the bank. Oh, well."
Eva Daniels,01:53:12:26,01;53;46;17,"All the time it seemed like. I know, And the first time ever, I went to the bank, and Ben had been there quite a few times before. Well, I met, Ole Bohman, and that was the man that had taken Frank into the bank with him. And my. He seemed like such a nice one. And, you know, when I got out someplace else and said, what a nice fellow Mr. Bohman seemed to be, they said, well, yeah, he's a nice guy."
Eva Daniels,01:53:46:17,01;54;07;01,"As long as you pay your debts. But I'll tell you right now he can be something else. And, you know, I've often thought how true that was. But anyhow, he was always nice to us. Well, Mr. Brocke, he's always been wonderful to you. But, Mr. Brocke he was, years and years young. Really, Mr. Bohman? Mr. Bohman had the bank first."
Eva Daniels,01:54:07:04,01;54;20;09,"He was the sole businessman. It was in. I don't know whether it was any place else or not, but it was in Deary. First one. I knew about it. And then we moved to Troy."
Sam Schrager,01:54:20:12,01;54;27;10,"Well, did, did Ole Bohman. Was he always willing to stand by your husband and help? And help?"
Eva Daniels,01:54:27:17,01;54;52;27,"Well, we never did ask for very much use. Ask for $50 or $60 or something. You know? But, he was always wonderful about it. Always. Both of them were always wonderful. And more times than times when we could, when he came, do we couldn't pay it. But anyhow, they'd wait a little while on us. But then they always had, even for that much."
Eva Daniels,01:54:52:27,01;55;15;02,"They always knew how many cows and how many horses, and how many hogs you had and what equipment you had, you know. And if if you had intended to beat the whole thing, you know, where they were. They sold you out. But anyhow, like Frank says on his that tape that they never unless somebody did act awful or they never did try to sell them out."
Eva Daniels,01:55:15:02,01;55;42;18,"And I think that's very true, because that's just the way it seemed to me like that. If you anywhere near tried to treat them decently, you know, where they would help you and not push you too hard either. But anyhow, both of them kind of had a way, you know, talking to you that, well, if you sell a couple of those cows, why you bring us the money and we go on, you know, for a little while longer and something like that."
Eva Daniels,01:55:42:18,01;56;12;24,"And I thought it was wonderful. I always did, because here at kindred, they never were like that, just never. I know one time after I married Vester that, the banker here was Kaneckaberg. For years, they had a mr. Carroll ever before, and he was a mighty nice fellow. I know my father dealt with him several times, but anyhow, they got this Mr. Kaneckaberg in there, and after Mr. and I were married, Mr.."
Eva Daniels,01:56:12:24,01;56;30;13,"Had a bunch of, cows that was fattening to sell. And anyhow, by the time the note came down that he borrowed from the bank, the cattle weren't really top shape. You want to feed him a couple of weeks longer?"
Eva Daniels,01:56:30:15,01;56;59;23,"And now this has been about 20 years ago. And at that time when you when you sold cattle, you know, they were, Well, the buyers would think, well, they like to be fed a couple of weeks longer. We can't pay that much for them, you know, not quite prime or, they're real fit. You know, we get them pretty good price and they'd talk it over, you know, together."
Eva Daniels,01:56:59:23,01;57;29;15,"And. And sometimes you got almost nothing for something after they looked at it. Well, anyhow. Kaneckaberg wouldn't help Vester. He borrowed $200 to buy feed for them, to feed them. And so he went back and he said he'd like to buy some more food. He said they're not quite ready to go to the market. He says, I believe in two weeks that they be prime and going to burn one one monitoring."
Eva Daniels,01:57:29:18,01;57;46;17,"So he sold them. He never dealt with a withdrawal. I tried to get him to. He finally did go to it though. But anyhow, he sold those cattle and he got a terrible low price for them. I tell you, the things he thought of Mr. can make a burden weren't nice."
Sam Schrager,01:57:46:19,01;57;49;28,Had he dealt with them before to that and.
Eva Daniels,01:57:50:00,01;57;51;10,Quite late right here in the community.
Sam Schrager,01:57:51:15,01;57;54;12,"You would think that, that he would have had a good credit."
Eva Daniels,01:57:54:15,01;58;05;17,"They did have he had a good credit that they had. Kaneckaberg was just like that. And he was, school board, the head one. What do you call him?"
Sam Schrager,01:58:05:19,01;58;08;18,"Superintendent of the, well, I guess clerk."
Eva Daniels,01:58:08:18,01;58;29;14,"Of the board. Yeah, right. He was a stinker there, too, I'll tell you. He signed a couple of three of my contracts, and. Oh, boy, I sure, sure never was too well pleased with him. Anyhow, he got in the banking business. He his wife was there, and and and they come to the senior citizen club."
Eva Daniels,01:58:29:16,01;58;40;16,"But anyhow, I don't, visit with them or not. I don't,"
Eva Daniels,01:58:40:19,01;58;45;28,"Well, let's say I just leave him alone. I don't try to befriend them or I don't try to do anything wrong."
Sam Schrager,01:58:45:28,01;59;04;16,"John Lee. It's funny because, I've always had the idea since talking to Mr. Brocke and a few other people around, that the difference in having a bank that was, that was really concerned about the welfare of the people and their community."
Eva Daniels,01:59:04:16,01;59;29;26,"Yes, sir. The banker makes all the difference in the world for the community, and it's just one of those things. But Bert was just like that. That's all he anyhow. You know, another year or two, I got Mr. Convinced. He was afraid, you know, that if if he went out of his community and when you see Troy was clear out of our dealings here, you got nothing in Troy."
Eva Daniels,01:59:30:00,01;59;58;02,"You go to Lawson or go to Kendrick or go to our Athena. Well, we I finally got him to go up to Mr. Brock and talk to him. And they got along just wonderfully from the start. Just. Oh, well, Mr. couldn't even believe it himself. He was so happy with him. They were just happy with each other because Frank always acted like he just thought Mr. was wonderful, and Dexter sure thought that of him."
Sam Schrager,01:59:58:04,02;00;07;25,Do you know any of other other families? Would you say that that there are many families that you know of that do? Students.
Eva Daniels,02:00:07:26,02;00;09;25,They're a model. Students for a.
Sam Schrager,02:00:09:25,02;00;10;24,Third of them put their money in the bank?.
Eva Daniels,02:00:11:30,02;00;43;09,"In the Troy Bank. And if they got a job offered, you know, let's say Richland or Moses Lake or back East Bank, Troy, you'd it was impossible to believe that the as long as Frank was there, your family, oddballs he had depositing their money there and using it from the Troy bank. And you'd ask those kids in Pullman, what are you buying it for, Troy for?"
Eva Daniels,02:00:43:11,02;01;03;11,"You don't have to pay for the checks. See, most banks charge $0.10 a check to get him cashed. And Frank, never charge that. Oh, it was just out of this world. When I went to Pullman, all the kids there were driving. Troy was sure, something different."
Sam Schrager,02:01:03:13,02;01;06;18,"When did you cook at, Pullman?"
Eva Daniels,02:01:06:20,02;01;20;26,"I started in 60. I cooked one year at Moscow in a girls house and, advisor for the,"
Eva Daniels,02:01:20:28,02;01;23;25,"Well, I'm not going to tell you which one it is."
Sam Schrager,02:01:23:27,02;01;25;24,Doesn't matter anyway.
Eva Daniels,02:01:25:27,02;01;45;19,"Fraternity, came over and talked to me and, I said, well, it's so much farther to drive. And we said, well, we'll, we'll pay you enough more so you can afford to drive. Well, I said, I don't drive. My husband has to come after me. And I said, eight miles on to after he comes to Moscow."
Eva Daniels,02:01:45:19,02;02;08;29,"Why, I said, that makes him, the chores. More than an hour later, I said, that's all right, then we're pay enough more. So anyhow, they paid me a good wage and I went to Poland from the girls house in Moscow, and I stayed in Pullman ten years. So I cooked for 11 years up there, and I cooked in all fraternity deck."
Eva Daniels,02:02:09:01,02;02;23;07,I got there from. But I just loved that work too.
Eva Daniels,02:02:23:10,02;02;32;00,"Those kids whose mothers and fathers would come to visit, you know. And where did they come first? To the kitchen."
Eva Daniels,02:02:32:02,02;02;47;03,"Yeah. Those kids would come. And Mrs. D, I want you to meet my mother. Mrs. D, I want you to meet my father and my mother. They were all so nice."
Eva Daniels,02:02:47:05,02;03;09;17,"One time, one woman from Starbuck brought us two cases of asparagus raw. It was right from the bed. And so I cooked one mess, and I knew they wouldn't want a second machine or on top of that. So they wondered what I was going to do with it. I put it in the freezer. I washed it and fixed it, just like you would fix it for the freezer at home."
Eva Daniels,02:03:09:19,02;03;20;17,"And so they had another mess. In a few weeks. Boy, they wondered where that came from. Oh goodness, if they didn't have a lot of,"
Sam Schrager,02:03:20:19,02;03;34;11,"You know, one thing you said that, I noticed earlier about, we're talking about the parties at the schools, and you said they did that. They had dances. These were at the homes and the schools."
Eva Daniels,02:03:34:13,02;03;43;27,"Yeah. We used to go to, homes and have dances, and they let them dance in the, park school."
Sam Schrager,02:03:43:29,02;03;51;26,"But, but this. But over at the corner and, having,"
