speaker,timestamp,words,End Time
Violet Frei Boag,01:16:37,"So, yeah. Cleaning.",01:16:38
Sam Schrager,01:16:38,"I didn't think about that because I think there had been earlier. Oh, well, I don't know. But I have the feeling that, you know, around the turn of the century that.",01:16:47
Violet Frei Boag,01:16:47,All.,01:16:47
Sam Schrager,01:16:47,That there was more of this I had.,01:16:49
Violet Frei Boag,01:16:49,"No, I didn't have any idea getting married. None whatsoever. I just was going to have a good time. And I came back because I didn't get married just 27 to make it. You can see I was not too much interested. Thank you.",01:17:05
Sam Schrager,01:17:05,I wonder what is reverse? You had a career on your own with a lot of.,01:17:10
Violet Frei Boag,01:17:10,Guarantee that.,01:17:11
Sam Schrager,01:17:11,You didn't have.,01:17:13
Violet Frei Boag,01:17:13,"You know, I don't. Know, I didn't want to be tied down that much. I didn't think.",01:17:22
Sam Schrager,01:17:22,"For one month that it was hard on your mother to be separated from your father so much during those years. It strikes me as a hardship somewhat to have to be, you know, to be living in a part so you can only get together on the weekends and for the whole family, too. Although I guess it's true when I think about it, a lot of lumberjacks were out all the time.",01:17:45
Violet Frei Boag,01:17:45,"Yeah, right.",01:17:46
Sam Schrager,01:17:46,There were married men.,01:17:49
Violet Frei Boag,01:17:49,"I don't think so anymore than it is now. Look at the people go up to Canada, or Alaska and work, and then, just to make the big money. And then from home, they leave their families. I don't know, I never thought of it as such. But, dad, like the woods. And he didn't want to be.",01:18:07
Violet Frei Boag,01:18:08,He'd come in and and help and remodel or do whatever had to be done. But he didn't want to stay in Moscow.,01:18:15
Sam Schrager,01:18:16,"What was he doing out there? Well, at that time. Oh, here in Moscow.",01:18:21
Violet Frei Boag,01:18:21,"He had a group that, burn brush.",01:18:27
Sam Schrager,01:18:27,"Oh, you.",01:18:27
Violet Frei Boag,01:18:27,"Know, and, Oh, I don't know, he just. And then he cut. Frozen, sold. and.",01:18:34
Sam Schrager,01:18:34,"When you were nursing, did that cost the family very much money? I mean, to do to get your training? It's like.",01:18:41
Violet Frei Boag,01:18:41,not too much. No. because they sent me money for clothes and things of. I need.,01:18:47
Sam Schrager,01:18:47,"You remember what the tuition was, you know?",01:18:50
Violet Frei Boag,01:18:50,"No, I don't.",01:18:52
Sam Schrager,01:18:52,Because that was right. During the depression.,01:18:54
Violet Frei Boag,01:18:54,"Mean. Well, yeah, well, you see, it didn't hit us right then.",01:18:59
Sam Schrager,01:18:59,Oh.,01:19:00
Violet Frei Boag,01:19:00,"No, not until later. Say, about 30, you know, in some places. But even, I think we felt it more even the depression in, in 31, 32 regarding time.",01:19:18
Sam Schrager,01:19:18,"What do you see the, the opportunities for you as having been better out of this area? I mean, you've left I mean, like you were trying to find a job at that time around here.",01:19:31
Violet Frei Boag,01:19:31,"Oh yes. Oh oh yes. I, I couldn't get a job. There was not no openings whatsoever, not even in Spokane. See, when we gather.",01:19:39
Sam Schrager,01:19:39,"Oh, no. So that's why you went so far up.",01:19:42
Violet Frei Boag,01:19:42,"That's right. There was nothing. You, the girls that I trained with and stayed in in Spokane. Why? They only get a job just once in a while, especially. And they all. Well, I think there was four of my friends lived together and shared expenses, you know, maybe one and work, you know, and and get by. And of course, go on.",01:20:05
Violet Frei Boag,01:20:05,"Some of us build place to get you some has wanted to please. And it was rough for so you can get work. So then I just went to Seattle, see what I could get. I worked in a restaurant for a while until I got the job in Seattle. I wasn't free to work.",01:20:35
Sam Schrager,01:20:35,"I guess not, no, but, you know, that's one of the things that I found in talking to people. Well, you can't hardly talk to people at left. Just the people that stayed, you know, and it seems to me probably more people and the families had to leave this area and could stay home because there wasn't enough jobs for people here.",01:20:57
Violet Frei Boag,01:20:57,And.,01:21:00
Violet Frei Boag,01:21:00,"Well, and I think maybe I was more of a venture type do and and basically want to stay. I guess when you look back because Spokane was bigger and, you know, you.",01:21:15
Sam Schrager,01:21:15,You thought there was some you found it.,01:21:17
Violet Frei Boag,01:21:17,Yeah.,01:21:18
Sam Schrager,01:21:18,It was attractive at that.,01:21:19
Violet Frei Boag,01:21:20,"Well, yes. I guess, in the life I was living there one time, if you get a good job, money. After all. You put in training for three years and even then and look like. Well, be pretty good to have a job. Be on your own. Which meant a lot. Of course, the pay wasn't nearly as good, and.",01:21:47
Violet Frei Boag,01:21:47,"But we never did get very good pay in nursing anyway until just the last few years. Basically, around here.",01:21:55
Sam Schrager,01:21:55,So the pay was better in the city hospital.,01:21:57
Violet Frei Boag,01:21:57,Down.,01:21:58
Sam Schrager,01:21:58,"Here, right. Well, what about this? This is the one other thing that I think of the attraction of being in the city. I mean, what you could do in, in the city, was it really a lot then that would when you were in your 20s. So it was of interest that you couldn't have gotten the same law school that you'd get in Seattle?",01:22:17
Violet Frei Boag,01:22:18,"Well, no, not really, I don't think so. Not the type of life I mean. Yeah, because I didn't go to nightclub or anything like that. You didn't appeal to me. It was just mostly friends, relatives, association.",01:22:37
Sam Schrager,01:22:37,So it wasn't the like the word culture. Okay.,01:22:39
Violet Frei Boag,01:22:39,"Oh no. I mean, yeah, because they had them at university. Yeah. You know, you had your in your things that you could go which we did and connected the schools and then we would get to see a lot of those things.",01:22:57
Sam Schrager,01:22:57,Probably not as.,01:22:57
Violet Frei Boag,01:22:57,Far.,01:22:58
Sam Schrager,01:22:58,"As movie theaters in Seattle. And it would have been, but.",01:23:04
Violet Frei Boag,01:23:04,"The culture wasn't too bad. I don't think, in Moscow as far as educational. When you were growing up, no.",01:23:13
Sam Schrager,01:23:13,"Very first town of itself having school from me being there, and we.",01:23:18
Violet Frei Boag,01:23:18,Were able to attend because mother didn't never deny the same thing.,01:23:26
Violet Frei Boag,01:23:26,"We were wealthy, know. I mean, it's normal everything people.",01:23:34
Violet Frei Boag,01:23:34,"I mean, like I say, it's just wonderful parents.",01:23:48
